mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2,0.994,0.406,0.0246,0.911,0.0978,-29.066,0.0463,89.011,0.281
2,0.994,0.418,0.0602,0.889,0.0934,-29.449,0.0326,77.979,0.173
2,0.992,0.311,0.0219,0.943,0.1,-32.433,0.0828,63.925,0.144
2,0.991,0.401,0.0814,0.95,0.104,-25.158,0.0322,78.553,0.175
2,0.993,0.277,0.0168,0.889,0.112,-30.656,0.048,166.904,0.175
2,0.996,0.475,0.0204,0.96,0.0982,-31.054,0.0588,129.486,0.322
2,0.995,0.502,0.0347,0.959,0.0838,-25.951,0.0688,114.636,0.213
2,0.993,0.36,0.0345,0.95,0.124,-33.26,0.0328,137.68,0.219
2,0.993,0.246,0.0438,0.912,0.117,-28.726,0.0334,56.077,0.114
2,0.995,0.399,0.0283,0.939,0.104,-33.842,0.0425,129.154,0.252
2,0.992,0.459,0.0122,0.961,0.0885,-29.733,0.0478,87.188,0.274
2,0.994,0.369,0.0341,0.923,0.111,-29.352,0.0647,69.446,0.301
2,0.995,0.427,0.0147,0.945,0.13,-30.289,0.059,51.357,0.108
2,0.993,0.27,0.0083,0.921,0.0984,-30.604,0.039,75.139,0.234
2,0.995,0.319,0.011,0.966,0.13,-33.665,0.0435,76.122,0.464
2,0.995,0.455,0.00348,0.949,0.112,-34.912,0.0487,56.162,0.302
2,0.993,0.332,0.0111,0.954,0.103,-31.938,0.0507,94.045,0.113
2,0.992,0.366,0.0161,0.951,0.11,-27.355,0.0632,49.668,0.171
2,0.995,0.241,0.0167,0.917,0.115,-29.403,0.0443,204.195,0.139
2,0.994,0.434,0.0142,0.908,0.108,-29.944,0.0476,111.854,0.173
2,0.995,0.372,0.00312,0.965,0.094,-32.265,0.0654,165.592,0.402
2,0.993,0.204,0.0125,0.837,0.106,-34.254,0.0522,84.494,0.202
2,0.994,0.279,0.0531,0.807,0.0939,-27.145,0.0667,204.426,0.511
2,0.996,0.429,0.0301,0.917,0.0899,-27.081,0.0555,135.763,0.141
2,0.994,0.407,0.00649,0.876,0.0773,-26.59,0.0454,83.061,0.186
2,0.996,0.544,0.0364,0.959,0.104,-30.158,0.0816,72.742,0.296
2,0.995,0.639,0.0808,0.932,0.106,-29.056,0.0638,77.538,0.384
2,0.984,0.41,0.03,0.891,0.105,-29.774,0.0476,136.828,0.265
2,0.991,0.437,0.024,0.941,0.11,-26.348,0.0556,71.135,0.0386
2,0.995,0.252,0.0117,0.959,0.103,-29.444,0.0621,71.929,0.252
2,0.996,0.418,0.0104,0.932,0.0964,-29.048,0.0638,69.737,0.169
2,0.992,0.322,0.0399,0.904,0.0885,-28.184,0.0408,87.207,0.137
2,0.992,0.242,0.00627,0.897,0.102,-28.104,0.0409,74.7,0.217
2,0.994,0.346,0.0192,0.894,0.104,-33.791,0.0303,88.759,0.442
2,0.996,0.336,0.00434,0.94,0.104,-37.435,0.05,130.01,0.3
2,0.995,0.291,0.0181,0.902,0.103,-34.346,0.0365,80.091,0.47
2,0.993,0.385,0.0751,0.947,0.107,-21.489,0.0511,141.364,0.202
2,0.995,0.284,0.0433,0.936,0.103,-26.377,0.054,203.946,0.224
2,0.994,0.466,0.00741,0.938,0.0996,-29.719,0.0554,109.353,0.376
2,0.994,0.401,0.0273,0.916,0.107,-30.596,0.0532,133.722,0.236
2,0.994,0.408,0.0259,0.886,0.102,-32.148,0.0416,78.507,0.195
2,0.995,0.354,0.0112,0.923,0.109,-31.111,0.044,146.302,0.211
2,0.993,0.27,0.0027,0.913,0.127,-26.207,0.045,168.958,0.4
2,0.995,0.492,0.0136,0.925,0.0818,-29.229,0.0602,122.872,0.305
2,0.99,0.466,0.137,0.942,0.0895,-21.85,0.0442,103.02,0.152
2,0.994,0.397,0.0233,0.954,0.113,-21.633,0.0513,130.02,0.184
2,0.991,0.286,0.0304,0.869,0.108,-29.016,0.0423,102.607,0.0865
2,0.989,0.394,0.0164,0.937,0.0752,-21.277,0.0468,65.435,0.165
2,0.995,0.441,0.0401,0.966,0.127,-28.312,0.0489,125.882,0.478
2,0.996,0.364,0.0107,0.964,0.113,-30.661,0.07,66.759,0.198
2,0.992,0.312,0.00151,0.947,0.106,-34.452,0.0566,68.925,0.0469
2,0.994,0.455,0.022,0.925,0.109,-25.372,0.057,74.668,0.259
2,0.996,0.429,0.00415,0.945,0.134,-31.749,0.0476,129.227,0.404
2,0.995,0.476,0.0215,0.941,0.107,-33.683,0.043,73.706,0.279
2,0.993,0.414,0.0177,0.914,0.107,-29.348,0.0502,81.853,0.109
2,0.995,0.659,0.0791,0.97,0.11,-22.586,0.127,73.679,0.194
2,0.996,0.4,0.0583,0.942,0.107,-26.816,0.0481,101.735,0.214
2,0.99,0.412,0.0267,0.939,0.124,-28.286,0.044,128.63,0.112
2,0.98,0.42,0.0118,0.907,0.103,-24.007,0.0375,98.156,0.322
2,0.992,0.492,0.0221,0.947,0.152,-26.235,0.0564,65.191,0.107
2,0.995,0.359,0.0224,0.935,0.104,-32.1,0.0438,101.186,0.198
2,0.99,0.424,0.0373,0.873,0.0821,-36.739,0.0383,109.664,0.329
2,0.99,0.368,0.0167,0.897,0.109,-31.322,0.0363,114.523,0.152
2,0.99,0.409,0.00926,0.911,0.106,-23.556,0.0403,73.085,0.176
2,0.994,0.396,0.00929,0.949,0.0795,-32.832,0.0532,70.463,0.338
2,0.995,0.363,0.00863,0.935,0.117,-28.07,0.0411,98.221,0.0881
2,0.987,0.358,0.0292,0.897,0.115,-25.436,0.0343,67.171,0.0386
2,0.995,0.502,0.0152,0.948,0.0826,-25.128,0.0784,76.811,0.415
2,0.993,0.331,0.00546,0.938,0.11,-29.679,0.0669,63.31,0.159
2,0.995,0.484,0.0357,0.936,0.0985,-29.615,0.0509,81.645,0.204
2,0.993,0.382,0.0228,0.917,0.12,-27.546,0.047,92.429,0.0754
2,0.994,0.527,0.0968,0.926,0.112,-29.574,0.0487,125.462,0.326
2,0.986,0.357,0.00196,0.964,0.104,-28.724,0.0472,97.628,0.253
2,0.996,0.774,0.0235,0.948,0.109,-30.303,0.0528,109.994,0.818
2,0.996,0.429,0.0417,0.926,0.164,-34.066,0.05,78.384,0.279
2,0.988,0.379,0.059,0.937,0.12,-29.377,0.0338,71.417,0.258
2,0.992,0.402,0.0396,0.936,0.084,-26.635,0.0318,114.664,0.0934
2,0.992,0.255,0.0144,0.918,0.0963,-28.836,0.0407,48.389,0.0738
2,0.994,0.578,0.264,0.967,0.105,-29.434,0.0638,75.085,0.274
2,0.994,0.309,0.0259,0.94,0.0897,-35.156,0.046,114.393,0.216
2,0.995,0.499,0.0204,0.962,0.112,-21.838,0.0895,130.059,0.202
2,0.989,0.507,0.0142,0.964,0.087,-30.066,0.0574,82.543,0.242
2,0.993,0.596,0.01,0.929,0.11,-23.728,0.0569,74.775,0.0877
2,0.996,0.394,0.0382,0.959,0.103,-26.952,0.0945,164.186,0.489
2,0.993,0.317,0.00525,0.932,0.121,-29.057,0.0443,74.923,0.146
2,0.989,0.402,0.118,0.918,0.15,-23.144,0.0481,113.743,0.489
2,0.989,0.284,0.0708,0.952,0.104,-26.969,0.0469,106.537,0.139
2,0.996,0.565,0.00708,0.873,0.128,-29.243,0.0575,52.293,0.273
2,0.992,0.423,0.0265,0.943,0.0799,-22.044,0.0462,68.263,0.188
2,0.995,0.396,0.0181,0.931,0.0989,-31.202,0.0439,129.868,0.393
2,0.995,0.687,0.0712,0.944,0.0954,-28.0,0.0449,58.006,0.242
2,0.996,0.495,0.041,0.945,0.103,-32.364,0.0464,62.007,0.148
2,0.994,0.37,0.0269,0.904,0.111,-28.996,0.0326,150.236,0.413
2,0.99,0.324,0.0186,0.934,0.105,-28.248,0.0476,85.297,0.126
2,0.995,0.31,0.0466,0.953,0.0819,-29.264,0.0556,134.133,0.428
2,0.996,0.481,0.045,0.959,0.122,-25.171,0.0642,134.045,0.469
2,0.994,0.317,0.00185,0.942,0.124,-29.329,0.0441,139.302,0.141
2,0.996,0.443,0.00669,0.959,0.101,-28.435,0.0411,109.066,0.198
2,0.996,0.42,0.0174,0.941,0.101,-28.788,0.048,70.399,0.157
2,0.994,0.66,0.0375,0.953,0.11,-27.977,0.0601,145.954,0.158
2,0.996,0.514,0.0108,0.946,0.112,-29.659,0.0519,100.722,0.173
2,0.994,0.535,0.0206,0.931,0.108,-25.582,0.0614,48.36,0.356
2,0.992,0.443,0.136,0.963,0.0965,-23.95,0.042,115.396,0.236
2,0.995,0.291,0.0231,0.943,0.11,-26.4,0.054,173.321,0.122
2,0.995,0.529,0.00221,0.97,0.103,-28.942,0.0736,66.395,0.387
2,0.989,0.454,0.0528,0.928,0.103,-26.181,0.0493,116.398,0.263
2,0.991,0.359,0.029,0.81,0.0932,-26.463,0.0361,95.152,0.143
2,0.996,0.54,0.0196,0.943,0.105,-31.963,0.0483,96.037,0.327
2,0.996,0.622,0.0251,0.945,0.0902,-24.907,0.056,116.364,0.363
2,0.985,0.52,0.0759,0.934,0.114,-16.167,0.0609,114.627,0.181
2,0.991,0.608,0.114,0.921,0.109,-16.227,0.0521,91.14,0.2
2,0.993,0.512,0.0999,0.933,0.109,-16.123,0.0549,79.81,0.239
2,0.993,0.413,0.068,0.913,0.11,-18.954,0.0573,140.658,0.262
2,0.985,0.526,0.0441,0.908,0.109,-20.574,0.0554,104.997,0.0989
2,0.967,0.491,0.114,0.902,0.114,-21.042,0.0606,131.48,0.265
2,0.99,0.39,0.119,0.929,0.106,-17.283,0.0647,129.957,0.124
2,0.991,0.505,0.0484,0.931,0.12,-18.495,0.0595,99.117,0.115
2,0.99,0.556,0.0762,0.901,0.109,-14.764,0.0648,119.063,0.258
2,0.99,0.488,0.0696,0.95,0.123,-17.226,0.054,82.734,0.225
2,0.961,0.496,0.0988,0.938,0.107,-19.318,0.0477,91.938,0.326
2,0.992,0.52,0.0799,0.919,0.109,-15.199,0.0481,124.841,0.0802
2,0.98,0.437,0.0692,0.954,0.11,-17.001,0.0583,102.182,0.275
2,0.979,0.426,0.065,0.95,0.137,-18.05,0.0592,94.62,0.161
2,0.986,0.491,0.0638,0.951,0.111,-18.21,0.0541,105.01,0.166
2,0.933,0.588,0.0615,0.928,0.109,-18.102,0.0645,157.643,0.331
2,0.993,0.627,0.132,0.947,0.0922,-16.248,0.054,106.701,0.243
2,0.969,0.638,0.0676,0.873,0.115,-17.458,0.0616,110.569,0.216
2,0.991,0.549,0.113,0.936,0.111,-16.617,0.0726,81.011,0.418
2,0.975,0.562,0.0512,0.967,0.109,-25.579,0.0639,103.872,0.308
2,0.898,0.658,0.0694,0.891,0.112,-21.493,0.0634,115.137,0.189
2,0.99,0.523,0.188,0.913,0.11,-16.47,0.0427,126.343,0.117
2,0.968,0.543,0.134,0.908,0.114,-15.698,0.0648,175.838,0.269
2,0.926,0.61,0.12,0.916,0.104,-14.306,0.057,74.785,0.191
2,0.942,0.586,0.0868,0.819,0.0895,-17.803,0.0427,80.786,0.103
2,0.945,0.781,0.136,0.915,0.111,-16.534,0.081,88.023,0.247
2,0.909,0.489,0.147,0.914,0.109,-13.981,0.0587,79.516,0.278
2,0.975,0.692,0.0575,0.65,0.114,-17.651,0.0583,98.8,0.293
2,0.932,0.639,0.0541,0.00977,0.0757,-18.303,0.191,183.597,0.571
2,0.991,0.502,0.141,0.941,0.104,-17.533,0.0808,148.517,0.252
2,0.992,0.474,0.189,0.922,0.136,-13.045,0.053,134.636,0.422
2,0.976,0.795,0.185,0.934,0.11,-13.291,0.0663,105.009,0.503
2,0.955,0.763,0.157,0.711,0.1,-20.347,0.0659,109.448,0.111
2,0.99,0.352,0.11,0.926,0.108,-15.458,0.0556,83.294,0.286
2,0.994,0.433,0.14,0.895,0.109,-16.463,0.0581,140.156,0.202
2,0.984,0.436,0.0927,0.911,0.109,-18.949,0.0572,110.625,0.227
2,0.989,0.524,0.0822,0.941,0.11,-17.552,0.0631,99.053,0.116
2,0.939,0.647,0.154,0.919,0.116,-20.06,0.0559,120.339,0.173
2,0.989,0.514,0.162,0.89,0.117,-14.648,0.0603,98.73,0.207
2,0.994,0.509,0.05,0.943,0.112,-19.101,0.0845,97.506,0.233
2,0.993,0.586,0.13,0.948,0.102,-13.475,0.0688,90.332,0.329
2,0.99,0.527,0.0328,0.942,0.111,-17.784,0.063,95.319,0.205
2,0.993,0.742,0.133,0.958,0.109,-16.106,0.0622,133.307,0.427
2,0.991,0.46,0.123,0.913,0.109,-16.118,0.0647,106.579,0.356
2,0.979,0.481,0.0604,0.896,0.111,-16.693,0.0412,89.903,0.137
2,0.967,0.621,0.207,0.947,0.11,-19.564,0.0937,88.028,0.285
2,0.974,0.412,0.0956,0.949,0.108,-18.452,0.0805,178.221,0.13
2,0.973,0.484,0.0974,0.927,0.11,-22.235,0.0657,136.338,0.256
2,0.994,0.466,0.105,0.853,0.113,-14.224,0.0884,128.933,0.37
2,0.991,0.467,0.0779,0.91,0.11,-18.153,0.0386,85.054,0.37
2,0.984,0.522,0.124,0.928,0.11,-21.386,0.0632,118.438,0.154
2,0.993,0.582,0.128,0.876,0.106,-17.427,0.0648,93.701,0.325
2,0.96,0.696,0.211,0.959,0.124,-17.009,0.0583,88.001,0.448
2,0.991,0.381,0.113,0.926,0.112,-14.838,0.0572,91.346,0.19
2,0.976,0.574,0.125,0.949,0.109,-18.517,0.0588,131.762,0.352
2,0.985,0.638,0.167,0.946,0.118,-18.908,0.12,130.018,0.203
2,0.986,0.557,0.123,0.961,0.11,-16.231,0.0584,88.314,0.287
2,0.969,0.54,0.0624,0.958,0.108,-25.735,0.0867,137.489,0.0596
2,0.951,0.554,0.139,0.925,0.111,-19.329,0.0714,179.912,0.465
2,0.923,0.278,0.422,0.859,0.097,-14.501,0.0427,145.318,0.618
2,0.972,0.646,0.0738,0.948,0.106,-19.651,0.0697,82.897,0.538
2,0.97,0.457,0.0997,0.879,0.114,-16.744,0.0465,96.359,0.146
2,0.994,0.53,0.038,0.921,0.106,-16.964,0.0629,125.809,0.3
2,0.99,0.39,0.104,0.931,0.111,-15.779,0.0448,160.066,0.461
2,0.972,0.513,0.0951,0.877,0.11,-23.578,0.0732,78.092,0.0651
2,0.946,0.672,0.07,0.919,0.107,-16.804,0.0589,131.64,0.213
2,0.992,0.523,0.0852,0.962,0.108,-18.918,0.0745,179.86,0.551
2,0.992,0.558,0.129,0.888,0.119,-15.646,0.053,133.289,0.216
2,0.941,0.401,0.133,0.658,0.11,-18.288,0.0386,137.604,0.109
2,0.926,0.596,0.0422,0.959,0.111,-19.289,0.0517,116.629,0.0913
2,0.98,0.666,0.157,0.935,0.108,-13.902,0.0581,124.992,0.501
2,0.975,0.427,0.106,0.948,0.109,-24.423,0.0536,119.404,0.221
2,0.99,0.471,0.0734,0.93,0.11,-17.543,0.0449,88.677,0.347
2,0.994,0.553,0.0793,0.944,0.119,-19.394,0.0592,102.19,0.349
2,0.993,0.471,0.0469,0.949,0.114,-17.029,0.119,75.234,0.154
2,0.988,0.41,0.1,0.922,0.113,-16.143,0.064,78.085,0.221
2,0.978,0.506,0.117,0.922,0.111,-17.511,0.0455,108.822,0.238
2,0.986,0.411,0.0928,0.925,0.0956,-20.167,0.0648,88.004,0.312
2,0.982,0.477,0.0744,0.945,0.11,-21.411,0.0449,98.304,0.04
2,0.981,0.729,0.113,0.936,0.11,-18.318,0.0666,116.245,0.173
2,0.994,0.605,0.105,0.937,0.112,-14.783,0.087,86.183,0.211
2,0.967,0.621,0.0667,0.957,0.102,-22.728,0.134,125.834,0.246
2,0.989,0.487,0.0842,0.949,0.111,-14.643,0.0563,105.979,0.311
2,0.993,0.588,0.114,0.899,0.109,-15.075,0.0554,95.35,0.203
2,0.961,0.637,0.0585,0.906,0.111,-23.568,0.0743,120.689,0.0397
2,0.984,0.619,0.131,0.952,0.103,-20.966,0.0997,170.203,0.695
2,0.971,0.692,0.0814,0.404,0.136,-16.106,0.0559,123.367,0.159
2,0.994,0.369,0.151,0.956,0.106,-20.224,0.0517,112.594,0.242
2,0.96,0.484,0.115,0.955,0.13,-23.597,0.127,79.529,0.528
2,0.985,0.588,0.112,0.907,0.12,-13.663,0.0542,144.437,0.236
2,0.983,0.497,0.0732,0.952,0.11,-20.406,0.0609,142.584,0.24
2,0.929,0.473,0.0999,0.866,0.0989,-19.177,0.0563,80.563,0.24
2,0.967,0.824,0.0816,0.889,0.105,-15.76,0.0717,140.067,0.562
2,0.979,0.549,0.067,0.945,0.103,-25.102,0.0593,96.092,0.117
2,0.952,0.457,0.226,0.925,0.114,-14.897,0.0571,85.354,0.186
2,0.975,0.467,0.145,0.963,0.106,-23.437,0.11,100.232,0.0597
2,0.974,0.651,0.152,0.939,0.111,-17.823,0.05,125.991,0.454
2,0.99,0.469,0.0642,0.924,0.111,-18.249,0.0616,89.35,0.122
2,0.881,0.806,0.145,0.863,0.106,-16.876,0.0576,93.996,0.227
2,0.988,0.38,0.13,0.944,0.124,-14.919,0.049,163.462,0.213
2,0.986,0.437,0.189,0.955,0.105,-12.044,0.0401,169.505,0.274
2,0.938,0.398,0.282,0.919,0.107,-14.935,0.0377,137.35,0.309
2,0.984,0.489,0.128,0.953,0.111,-17.015,0.046,84.909,0.133
2,0.977,0.7,0.16,0.776,0.114,-17.997,0.037,105.044,0.261
2,0.984,0.433,0.147,0.944,0.105,-18.076,0.05,119.811,0.419
2,0.988,0.55,0.12,0.931,0.0897,-18.716,0.052,62.044,0.32
2,0.953,0.652,0.0639,0.769,0.104,-16.436,0.0633,81.738,0.192
2,0.962,0.534,0.138,0.892,0.109,-15.579,0.0919,90.873,0.35
2,0.98,0.704,0.148,0.856,0.1,-14.3,0.0373,84.023,0.468
2,0.988,0.554,0.0862,0.941,0.112,-15.67,0.0524,106.939,0.158
2,0.994,0.62,0.105,0.934,0.112,-16.597,0.0589,86.159,0.0889
2,0.897,0.458,0.242,0.764,0.109,-13.899,0.0617,171.204,0.121
2,0.99,0.653,0.187,0.923,0.105,-20.671,0.0662,122.37,0.563
2,0.789,0.63,0.402,0.866,0.14,-14.327,0.0421,120.031,0.338
2,0.994,0.476,0.0672,0.926,0.115,-19.87,0.0616,129.752,0.251
2,0.994,0.527,0.0664,0.941,0.108,-19.362,0.0721,89.354,0.297
2,0.935,0.501,0.328,0.879,0.129,-13.189,0.0394,143.962,0.659
2,0.986,0.586,0.103,0.934,0.111,-14.727,0.0591,93.064,0.189
2,0.987,0.263,0.0329,0.904,0.0811,-31.846,0.0486,91.668,0.104
2,0.928,0.445,0.141,0.873,0.107,-18.851,0.0512,116.906,0.262
2,0.981,0.495,0.104,0.925,0.11,-21.43,0.0613,91.461,0.105
2,0.983,0.69,0.0942,0.9,0.108,-15.896,0.0814,85.094,0.38
2,0.994,0.705,0.0613,0.802,0.0948,-17.998,0.0728,61.45,0.165
2,0.943,0.556,0.308,0.853,0.117,-11.861,0.0484,121.958,0.379
2,0.873,0.854,0.321,0.926,0.111,-11.457,0.0535,99.997,0.331
2,0.986,0.85,0.109,0.892,0.111,-18.25,0.0713,108.987,0.2
2,0.963,0.585,0.154,0.909,0.0896,-14.913,0.0786,78.958,0.166
2,0.912,0.439,0.0643,0.734,0.11,-20.274,0.0627,91.034,0.366
2,0.953,0.562,0.0555,0.922,0.112,-19.393,0.0538,96.84,0.232
2,0.988,0.472,0.0529,0.92,0.111,-19.106,0.0603,143.269,0.448
2,0.918,0.549,0.252,0.924,0.138,-14.961,0.0481,155.923,0.339
2,0.993,0.477,0.12,0.939,0.111,-17.349,0.0599,85.121,0.417
2,0.915,0.752,0.132,0.799,0.105,-15.894,0.0539,123.989,0.32
2,0.978,0.663,0.156,0.855,0.106,-16.109,0.0704,127.735,0.231
2,0.993,0.55,0.0482,0.893,0.112,-17.965,0.0667,117.421,0.403
2,0.994,0.485,0.0683,0.947,0.109,-17.572,0.0719,72.684,0.235
2,0.933,0.475,0.36,0.859,0.117,-12.602,0.0373,144.551,0.588
2,0.939,0.683,0.0416,0.906,0.11,-24.343,0.0483,92.077,0.12
2,0.989,0.478,0.193,0.961,0.124,-21.095,0.0464,126.867,0.579
2,0.989,0.496,0.136,0.934,0.114,-14.896,0.0893,207.76,0.257
2,0.989,0.584,0.179,0.95,0.178,-20.124,0.0484,121.303,0.402
2,0.856,0.624,0.246,0.843,0.0982,-16.523,0.0508,77.558,0.718
2,0.994,0.571,0.0442,0.868,0.105,-19.376,0.0588,107.813,0.121
2,0.982,0.391,0.231,0.928,0.104,-18.864,0.0433,154.433,0.529
2,0.94,0.66,0.0863,0.92,0.117,-19.892,0.0597,131.096,0.153
2,0.986,0.609,0.0688,0.932,0.111,-17.067,0.073,113.22,0.334
2,0.926,0.755,0.112,0.774,0.0972,-17.986,0.0947,118.152,0.37
2,0.976,0.535,0.256,0.929,0.101,-13.921,0.0691,108.167,0.179
2,0.981,0.666,0.193,0.9,0.144,-19.216,0.0561,77.006,0.364
2,0.987,0.634,0.115,0.941,0.108,-18.15,0.0681,95.528,0.34
2,0.982,0.604,0.125,0.948,0.109,-15.384,0.0807,134.641,0.251
2,0.988,0.592,0.0898,0.926,0.108,-18.51,0.0572,76.707,0.11
2,0.99,0.504,0.0783,0.93,0.117,-18.667,0.0619,121.361,0.162
2,0.985,0.626,0.0454,0.878,0.107,-20.277,0.0558,129.11,0.219
2,0.799,0.738,0.277,0.896,0.112,-15.933,0.041,134.016,0.232
2,0.989,0.672,0.133,0.871,0.143,-15.152,0.0558,133.844,0.141
2,0.912,0.702,0.171,0.473,0.108,-15.639,0.103,81.406,0.284
2,0.927,0.709,0.113,0.747,0.14,-15.537,0.0433,121.78,0.199
2,0.986,0.525,0.214,0.911,0.121,-11.944,0.0695,79.323,0.155
2,0.991,0.638,0.12,0.907,0.109,-15.841,0.0554,103.034,0.179
2,0.887,0.68,0.0925,0.752,0.111,-13.986,0.0648,66.115,0.0716
2,0.982,0.547,0.0964,0.933,0.0993,-13.866,0.0578,83.324,0.335
2,0.97,0.513,0.137,0.95,0.109,-19.288,0.0564,141.063,0.685
2,0.976,0.6,0.18,0.881,0.108,-13.79,0.0508,142.116,0.318
2,0.987,0.556,0.119,0.951,0.101,-16.966,0.0522,79.247,0.181
2,0.978,0.644,0.173,0.945,0.112,-19.144,0.062,124.124,0.152
2,0.988,0.641,0.138,0.947,0.109,-15.771,0.0751,98.978,0.202
2,0.926,0.722,0.23,0.867,0.149,-8.291,0.108,147.629,0.273
2,0.991,0.655,0.0948,0.946,0.107,-14.894,0.0634,94.691,0.275
2,0.962,0.696,0.239,0.893,0.114,-14.687,0.046,121.318,0.396
2,0.992,0.463,0.074,0.946,0.109,-21.125,0.062,84.911,0.397
2,0.992,0.704,0.116,0.946,0.11,-17.117,0.0641,117.724,0.27
2,0.928,0.641,0.258,0.58,0.191,-9.906,0.0404,147.98,0.257
2,0.95,0.861,0.153,0.928,0.111,-14.707,0.109,79.954,0.68
2,0.976,0.514,0.155,0.935,0.104,-15.644,0.0421,110.77,0.108
2,0.987,0.57,0.141,0.936,0.114,-15.647,0.0955,145.984,0.412
2,0.987,0.554,0.0891,0.933,0.115,-15.398,0.0656,105.186,0.277
2,0.946,0.524,0.154,0.94,0.105,-13.163,0.0493,130.919,0.217
2,0.836,0.574,0.195,0.871,0.122,-21.812,0.0391,111.482,0.228
2,0.969,0.678,0.0316,0.444,0.116,-17.563,0.0525,131.846,0.194
2,0.913,0.742,0.263,0.901,0.109,-11.021,0.0465,84.856,0.248
2,0.81,0.607,0.0911,0.934,0.0931,-14.538,0.439,137.113,0.141
2,0.885,0.739,0.463,0.894,0.0798,-10.0,0.0407,112.026,0.561
2,0.988,0.596,0.0716,0.94,0.111,-16.301,0.0645,145.214,0.234
2,0.969,0.569,0.0668,0.876,0.0982,-17.745,0.0587,154.799,0.188
2,0.981,0.679,0.0508,0.916,0.108,-19.313,0.083,139.9,0.505
2,0.989,0.462,0.0472,0.898,0.0983,-21.737,0.0674,94.373,0.0711
2,0.979,0.71,0.0943,0.943,0.11,-18.254,0.0675,58.687,0.174
2,0.91,0.637,0.048,0.964,0.115,-24.768,0.0538,94.77,0.306
2,0.993,0.573,0.101,0.926,0.112,-17.446,0.0594,97.361,0.0895
2,0.989,0.499,0.0769,0.92,0.111,-17.735,0.0645,150.425,0.299
2,0.959,0.829,0.176,0.822,0.109,-14.174,0.0618,100.054,0.325
2,0.992,0.644,0.0975,0.949,0.11,-17.301,0.0754,124.951,0.398
2,0.905,0.531,0.0273,0.897,0.118,-27.596,0.0472,186.094,0.12
2,0.944,0.79,0.0802,0.913,0.11,-19.795,0.0746,123.89,0.201
2,0.982,0.58,0.219,0.962,0.111,-19.001,0.0657,111.135,0.545
2,0.994,0.515,0.0143,0.865,0.112,-24.421,0.066,122.552,0.395
2,0.887,0.43,0.147,0.675,0.116,-13.94,0.067,173.481,0.169
2,0.992,0.432,0.0125,0.924,0.103,-27.897,0.056,129.492,0.0386
2,0.946,0.634,0.158,0.934,0.109,-13.297,0.161,106.634,0.266
2,0.987,0.644,0.0795,0.916,0.113,-17.599,0.0543,93.654,0.204
2,0.935,0.599,0.0632,0.908,0.112,-23.686,0.0482,128.654,0.102
2,0.993,0.385,0.0092,0.835,0.0715,-31.084,0.054,106.477,0.15
2,0.968,0.398,0.195,0.928,0.103,-16.31,0.0449,79.466,0.224
2,0.965,0.754,0.169,0.872,0.114,-14.999,0.054,93.952,0.422
2,0.989,0.399,0.0697,0.937,0.111,-19.12,0.0562,181.976,0.265
2,0.988,0.593,0.115,0.944,0.11,-18.709,0.0752,96.919,0.663
2,0.993,0.532,0.0202,0.935,0.106,-22.763,0.0547,85.445,0.285
2,0.992,0.614,0.024,0.951,0.0958,-23.834,0.0769,117.095,0.262
2,0.956,0.584,0.16,0.844,0.111,-14.139,0.0425,99.951,0.2
2,0.958,0.716,0.0496,0.132,0.0904,-20.25,0.0766,106.404,0.556
2,0.983,0.781,0.0532,0.637,0.116,-19.511,0.0678,111.338,0.456
2,0.922,0.513,0.0545,0.916,0.111,-17.385,0.0608,140.399,0.163
2,0.978,0.705,0.0552,0.928,0.106,-16.179,0.0619,111.41,0.214
2,0.938,0.591,0.0568,0.897,0.111,-21.56,0.0706,129.47,0.0703
2,0.972,0.652,0.0532,0.938,0.137,-19.237,0.0663,100.79,0.147
2,0.968,0.514,0.088,0.881,0.145,-18.182,0.0441,92.069,0.148
2,0.95,0.792,0.0727,0.898,0.107,-19.171,0.066,107.534,0.358
2,0.982,0.581,0.0331,0.939,0.11,-28.333,0.0415,103.618,0.43
2,0.967,0.667,0.0457,0.942,0.103,-18.539,0.045,73.992,0.381
2,0.156,0.682,0.683,2.32e-05,0.273,-6.444,0.0287,120.023,0.64
2,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,0.785
2,0.887,0.62,0.594,0.5,0.0917,-16.066,0.0383,165.861,0.698
2,0.508,0.827,0.66,0.403,0.0756,-9.669,0.0337,113.449,0.904
2,0.544,0.515,0.479,0.00598,0.191,-7.458,0.0261,88.964,0.284
2,0.733,0.574,0.469,1.96e-06,0.856,-11.53,0.0403,111.378,0.435
2,0.618,0.758,0.436,1.61e-05,0.335,-7.269,0.0418,104.959,0.605
2,0.262,0.432,0.652,0,0.258,-4.969,0.0285,190.028,0.507
2,0.0275,0.516,0.595,0,0.109,-4.63,0.0313,119.972,0.222
2,0.00237,0.52,0.852,5.79e-05,0.0733,-5.866,0.0543,140.267,0.234
2,0.923,0.307,0.371,0.0253,0.11,-8.498,0.0288,115.241,0.189
2,0.422,0.658,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,0.358
2,0.0536,0.462,0.945,0.746,0.11,-1.887,0.0399,165.153,0.477
2,0.746,0.427,0.262,0,0.068,-8.541,0.0276,104.085,0.228
